N,P,K,temperature,humidity,ph,rainfall,soil_type,season,region,soil_moisture,irrigation,sunlight,crop
60.2,50.6,48.6,20.83,54.74,7.06,398.33,Loamy,Rabi,North India,54.77,Available,8.58,Barley
20.7,43.9,65.4,30.4,52.48,6.37,757.43,Sandy,Zaid,West India,37.65,Available,8.18,Groundnut
63.5,40.7,43.5,11.89,80.38,6.99,490.59,Sandy,Rabi,North India,42.24,Rainfed,8.7,Mustard
71.0,82.5,107.1,23.81,78.44,5.94,605.4,Loamy,Rabi,North India,64.1,Available,7.47,Potato
76.6,46.7,39.0,29.54,60.45,6.36,819.33,Red Soil,Kharif,North India,69.25,Available,7.34,Maize
137.3,72.4,144.3,26.37,88.44,7.17,2245.22,Clay,Whole Year,West India,78.22,Available,8.16,Banana
123.2,55.2,45.0,26.92,48.62,8.44,813.61,Loamy,Kharif,Central India,54.01,Available,8.5,Cotton
98.9,47.4,33.9,21.26,65.7,6.69,1165.87,Sandy,Kharif,South India,58.09,Rainfed,7.41,Maize
123.1,76.9,49.0,17.94,59.9,6.11,545.03,Loamy,Rabi,Central India,53.8,Canal Irrigation,7.4,Wheat
85.2,49.4,41.2,23.37,63.95,6.41,998.41,Sandy,Kharif,North India,56.15,Available,9.2,Maize
94.3,107.4,140.3,19.56,59.49,5.3,527.57,Sandy,Rabi,North India,63.83,Available,8.32,Potato
49.9,22.6,143.4,29.93,76.18,7.03,1935.6,Sandy,Whole Year,South India,76.79,Available,8.96,Coconut
100.9,54.1,97.5,18.94,81.7,5.87,2282.09,Peaty,Whole Year,South India,74.44,Available,5.56,Coffee
151.9,71.5,80.5,29.29,70.63,6.33,1809.21,Loamy,Whole Year,North India,78.33,Canal Irrigation,8.57,Sugarcane
93.8,67.1,85.9,27.98,62.29,6.51,1329.2,Red Soil,Whole Year,North India,62.58,Available,8.99,Mango
79.2,44.5,113.9,16.18,74.21,5.65,2326.83,Peaty,Whole Year,South India,83.59,Available,5.18,Coffee
158.9,67.3,76.8,26.53,70.52,7.2,2302.04,Black Soil,Whole Year,North India,65.26,Available,9.14,Sugarcane
112.0,85.4,135.9,33.36,84.56,6.57,2312.94,Clay,Whole Year,East India,73.88,Drip Irrigation,8.27,Banana
92.4,48.9,87.6,31.08,75.54,5.74,1472.3,Loamy,Whole Year,North India,44.36,Rainfed,7.93,Mango
66.2,39.2,35.1,29.33,46.1,6.26,707.81,Sandy,Kharif,Central India,37.26,Rainfed,9.33,Millet
49.2,26.2,37.8,28.61,47.78,6.25,749.4,Loamy,Kharif,Central India,44.15,Rainfed,9.78,Sorghum
112.7,75.4,62.8,21.52,44.97,6.97,981.14,Loamy,Rabi,Central India,49.0,Canal Irrigation,9.58,Wheat
44.3,37.6,32.7,27.43,48.05,6.24,454.21,Sandy,Kharif,Central India,18.66,Rainfed,9.03,Millet
74.4,58.7,23.7,15.25,67.58,6.63,293.83,Sandy,Rabi,West India,40.29,Available,6.52,Mustard
139.0,62.7,94.3,26.68,67.7,6.35,2217.25,Clay,Whole Year,North India,72.62,Canal Irrigation,9.05,Sugarcane
107.7,65.7,66.0,16.0,59.57,6.22,894.08,Clay,Rabi,Central India,47.18,Available,9.6,Wheat
111.7,64.6,35.2,24.18,62.75,6.2,723.0,Loamy,Kharif,Central India,63.03,Available,7.55,Maize
139.3,44.3,56.2,27.94,69.0,7.69,913.66,Black Soil,Kharif,South India,46.24,Rainfed,9.28,Cotton
132.2,75.6,145.1,28.27,71.84,6.38,1995.17,Loamy,Whole Year,South India,83.79,Available,9.59,Banana
91.2,47.2,37.7,30.38,45.08,8.14,559.21,Black Soil,Kharif,South India,34.43,Available,9.92,Sorghum
44.7,52.9,30.1,15.7,50.34,7.0,276.43,Black Soil,Rabi,North India,40.83,Available,7.25,Chickpea
26.3,54.8,29.5,21.38,51.65,7.28,399.89,Loamy,Rabi,North India,37.21,Rainfed,8.14,Chickpea
128.2,94.1,156.1,26.5,72.98,6.47,1482.47,Clay,Whole Year,South India,91.96,Available,6.34,Banana
92.5,65.9,81.4,31.56,68.13,6.65,816.26,Red Soil,Whole Year,North India,55.1,Available,11.24,Mango
71.6,32.3,106.2,29.67,85.17,6.71,2236.45,Sandy,Whole Year,West India,73.75,Available,8.24,Coconut
31.9,45.5,71.5,27.56,68.59,6.36,559.3,Sandy,Kharif,South India,46.9,Rainfed,7.68,Groundnut
71.2,43.5,28.7,21.97,69.1,6.42,1019.16,Red Soil,Kharif,North India,74.77,Available,8.88,Maize
33.8,50.1,37.0,28.4,42.25,6.17,715.64,Sandy,Kharif,West India,40.14,Rainfed,8.26,Groundnut
71.0,27.0,26.7,32.64,60.78,7.26,663.99,Sandy,Kharif,South India,48.68,Rainfed,8.87,Sorghum
95.4,46.6,100.5,23.98,86.63,5.72,2120.6,Loamy,Whole Year,South India,66.23,Available,6.89,Coffee
128.4,73.8,163.8,27.81,88.84,5.88,2343.3,Loamy,Whole Year,West India,78.71,Drip Irrigation,6.92,Banana
91.1,42.6,59.8,30.95,70.4,5.86,1320.23,Loamy,Whole Year,West India,58.73,Available,6.16,Mango
81.1,101.4,124.8,17.94,67.76,5.7,630.28,Sandy,Rabi,East India,55.28,Drip Irrigation,6.55,Potato
134.8,79.0,59.5,28.89,67.49,6.8,1506.35,Clay,Whole Year,West India,71.12,Available,5.58,Sugarcane
69.5,38.3,36.1,22.37,57.96,6.33,268.24,Sandy,Rabi,North India,52.46,Rainfed,7.44,Barley
145.3,55.5,51.8,28.63,82.39,6.82,2196.77,Clay,Whole Year,South India,83.9,Available,7.86,Sugarcane
103.3,39.7,116.5,20.06,75.63,5.48,2196.66,Peaty,Whole Year,South India,72.11,Available,6.02,Coffee
36.3,36.2,56.8,23.96,57.08,5.71,706.66,Loamy,Kharif,South India,47.13,Rainfed,8.94,Groundnut
114.1,73.8,105.7,24.39,79.56,6.28,762.15,Red Soil,Whole Year,North India,66.32,Drip Irrigation,8.8,Tomato
86.5,39.7,32.7,24.82,85.48,5.73,2593.06,Clay,Kharif,South India,80.27,Canal Irrigation,6.14,Rice
82.9,69.6,78.5,28.7,53.29,6.31,1239.12,Red Soil,Whole Year,West India,59.56,Rainfed,8.45,Mango
29.1,42.6,30.7,15.89,50.62,6.48,392.87,Loamy,Rabi,East India,41.43,Rainfed,7.78,Lentil
49.7,38.5,113.1,23.17,85.94,7.29,1612.36,Loamy,Whole Year,West India,66.0,Available,8.2,Coconut
143.6,91.1,185.6,32.31,79.63,6.4,2357.95,Loamy,Whole Year,South India,83.26,Available,8.4,Banana
54.3,34.4,27.2,30.09,52.05,6.94,573.85,Sandy,Kharif,Central India,49.95,Rainfed,7.46,Millet
118.4,81.2,56.6,21.92,59.71,6.79,729.37,Silty,Rabi,Central India,46.15,Canal Irrigation,10.15,Wheat
65.7,45.5,123.3,32.29,82.97,7.2,1482.37,Sandy,Whole Year,South India,76.51,Available,7.14,Coconut
85.9,70.9,45.1,13.8,51.85,7.78,892.19,Red Soil,Kharif,South India,69.4,Available,7.66,Maize
30.1,73.4,40.3,27.15,66.32,6.79,1190.08,Black Soil,Kharif,Central India,61.46,Available,6.8,Soybean
98.5,29.8,45.1,17.02,57.94,7.34,383.59,Sandy,Rabi,North India,33.65,Available,6.64,Barley
37.0,32.4,46.3,26.97,70.05,6.25,483.54,Loamy,Kharif,West India,55.87,Available,8.74,Groundnut
30.5,60.9,48.8,28.61,56.2,7.14,697.49,Sandy,Kharif,West India,50.26,Available,7.61,Groundnut
97.6,73.5,48.3,23.12,64.78,6.31,840.56,Loamy,Kharif,South India,58.2,Rainfed,7.87,Maize
57.2,30.3,37.2,30.67,41.04,6.53,468.82,Sandy,Kharif,Central India,36.38,Rainfed,9.28,Millet
54.8,77.6,59.7,24.75,78.31,6.79,838.07,Loamy,Kharif,Central India,73.13,Rainfed,7.39,Soybean
80.4,48.2,52.3,22.39,57.37,7.79,676.08,Black Soil,Kharif,West India,42.83,Rainfed,8.4,Sorghum
86.4,93.2,87.0,28.12,56.18,5.93,965.18,Loamy,Rabi,South India,70.28,Available,10.36,Tomato
92.9,32.7,36.9,26.55,80.02,6.51,2357.38,Clay,Kharif,North India,71.55,Rainfed,5.75,Rice
117.5,64.8,75.0,25.92,83.14,4.94,2670.16,Peaty,Whole Year,Himalayan Region,75.52,Rainfed,6.29,Tea
91.0,60.2,87.2,23.94,84.36,5.71,2023.54,Loamy,Whole Year,South India,70.01,Available,6.19,Coffee
57.7,43.5,112.6,32.64,91.15,6.58,2263.98,Loamy,Whole Year,South India,70.24,Rainfed,8.86,Coconut
93.6,52.8,41.9,16.36,68.6,7.05,504.36,Sandy,Rabi,North India,52.52,Available,8.28,Mustard
84.4,62.8,95.4,20.59,80.46,5.31,2389.86,Peaty,Whole Year,South India,68.8,Available,6.65,Coffee
71.1,44.5,122.8,35.2,75.07,6.7,1802.13,Sandy,Whole Year,West India,74.5,Available,8.44,Coconut
90.7,51.7,35.3,19.83,54.46,7.31,866.18,Loamy,Kharif,North India,67.14,Available,8.47,Maize
99.3,62.6,105.2,21.82,72.02,6.52,1643.01,Loamy,Whole Year,South India,72.34,Available,8.08,Coffee
112.1,16.0,57.8,27.86,79.95,5.99,2964.7,Clay,Kharif,East India,79.17,Rainfed,5.75,Rice
43.4,40.2,146.9,29.23,84.32,7.04,2086.71,Loamy,Whole Year,South India,68.77,Available,9.9,Coconut
153.3,65.6,83.3,24.54,88.58,7.19,2089.55,Loamy,Whole Year,North India,75.52,Available,7.89,Sugarcane
59.4,34.3,15.6,27.45,83.37,5.85,2209.42,Clay,Kharif,North India,73.48,Canal Irrigation,8.77,Rice
113.0,62.2,50.0,19.71,63.18,6.4,753.03,Loamy,Rabi,Central India,45.46,Available,8.06,Wheat
44.1,69.3,59.7,23.2,81.36,6.41,913.66,Black Soil,Kharif,Central India,65.64,Available,6.78,Soybean
82.5,98.4,136.2,18.02,59.73,5.56,650.34,Loamy,Rabi,North India,70.53,Available,6.92,Potato
119.6,54.3,45.0,23.74,60.99,7.37,668.97,Black Soil,Kharif,West India,65.74,Available,9.46,Cotton
53.3,48.1,38.2,28.25,53.99,6.7,483.17,Black Soil,Rabi,West India,28.31,Rainfed,9.43,Sorghum
18.6,66.0,39.1,17.51,57.98,6.34,477.94,Silty,Rabi,North India,44.82,Available,8.58,Lentil
82.4,35.7,26.3,16.33,68.54,6.1,239.8,Loamy,Rabi,North India,46.66,Available,6.83,Mustard
118.1,52.1,65.7,17.03,76.64,5.05,2290.76,Peaty,Whole Year,East India,79.03,Rainfed,6.25,Tea
16.6,40.8,26.9,21.53,46.93,6.1,421.15,Loamy,Rabi,East India,41.36,Rainfed,7.11,Lentil
74.5,48.5,45.6,24.97,70.42,6.63,888.64,Loamy,Rabi,South India,75.48,Available,8.0,Maize
108.4,45.5,70.0,21.37,86.54,5.11,2664.79,Peaty,Whole Year,Himalayan Region,79.83,Rainfed,6.76,Tea
154.6,47.0,42.8,21.25,53.4,6.59,877.05,Loamy,Rabi,North India,43.28,Available,9.14,Wheat
76.2,46.6,40.4,27.53,80.38,7.08,870.53,Loamy,Kharif,North India,58.89,Rainfed,7.25,Maize
123.2,44.8,58.1,20.85,75.43,5.01,2118.69,Peaty,Whole Year,East India,80.23,Rainfed,8.1,Tea
20.2,38.5,35.1,17.28,56.21,7.11,300.17,Loamy,Rabi,East India,45.47,Rainfed,7.72,Lentil
76.5,99.3,102.3,13.34,62.37,6.28,607.07,Loamy,Rabi,North India,67.6,Drip Irrigation,8.04,Potato
69.3,63.6,33.3,28.59,62.53,6.84,808.56,Loamy,Kharif,North India,71.76,Rainfed,6.93,Maize
130.9,75.5,55.8,27.86,72.83,7.09,833.02,Loamy,Kharif,Central India,51.01,Rainfed,9.95,Cotton
87.5,48.8,42.6,23.68,57.11,6.57,1070.71,Sandy,Kharif,North India,53.75,Available,8.53,Maize
73.8,39.5,45.2,27.03,85.99,6.16,2220.81,Clay,Kharif,East India,91.3,Available,5.31,Rice
151.0,79.0,86.7,30.17,72.33,6.65,1957.9,Clay,Whole Year,West India,81.86,Available,9.42,Sugarcane
101.8,52.7,87.9,26.73,75.51,6.44,1331.62,Loamy,Whole Year,North India,44.79,Rainfed,7.67,Mango
77.9,48.3,31.9,24.56,77.63,6.96,2490.35,Loamy,Kharif,South India,82.93,Available,7.09,Rice
117.1,98.4,146.8,30.11,80.34,6.69,1766.15,Clay,Whole Year,South India,77.49,Available,8.5,Banana
103.5,48.0,67.2,35.22,69.03,7.28,952.9,Black Soil,Kharif,Central India,62.64,Available,11.61,Cotton
38.1,64.1,51.1,24.41,66.43,6.79,704.0,Black Soil,Kharif,Central India,55.81,Rainfed,7.7,Soybean
46.9,37.7,132.3,33.75,92.48,7.05,1943.24,Sandy,Whole Year,South India,73.08,Available,8.57,Coconut
32.1,70.4,25.1,14.59,45.48,8.08,620.34,Loamy,Rabi,North India,27.68,Rainfed,9.5,Chickpea
85.7,34.5,37.5,19.38,69.23,6.84,2484.64,Loamy,Kharif,South India,76.97,Canal Irrigation,5.15,Rice
72.5,49.3,38.0,18.45,52.42,7.29,539.21,Loamy,Rabi,North India,53.41,Available,7.22,Barley
51.2,30.6,26.0,40.53,48.22,6.48,581.27,Sandy,Kharif,Central India,29.78,Rainfed,7.63,Millet
86.0,41.0,29.9,25.05,54.42,6.84,363.47,Sandy,Rabi,North India,33.61,Rainfed,7.46,Mustard
105.9,51.8,43.0,30.2,79.98,6.38,2182.78,Loamy,Kharif,North India,86.07,Canal Irrigation,8.84,Rice
83.3,63.9,104.1,19.26,75.19,6.08,923.49,Sandy,Whole Year,South India,53.42,Drip Irrigation,8.72,Tomato
94.6,72.8,166.3,24.87,70.72,6.79,2281.04,Loamy,Whole Year,East India,81.83,Drip Irrigation,7.39,Banana
120.8,53.3,64.9,18.34,90.41,4.54,3331.01,Peaty,Whole Year,East India,76.7,Rainfed,4.83,Tea
58.8,57.9,36.9,29.41,84.54,5.68,1892.24,Clay,Kharif,South India,76.43,Canal Irrigation,8.75,Rice
95.8,56.4,112.4,22.68,65.22,7.54,925.8,Loamy,Kharif,West India,55.35,Available,9.73,Tomato
48.8,38.6,30.5,28.43,68.46,7.15,633.84,Sandy,Kharif,South India,40.95,Rainfed,7.95,Groundnut
131.7,74.3,59.7,15.56,47.39,6.7,691.32,Clay,Rabi,North India,53.19,Available,8.91,Wheat
129.0,83.0,141.2,27.97,88.68,6.19,1713.46,Loamy,Whole Year,East India,87.76,Available,6.79,Banana
131.7,37.9,48.6,29.14,56.81,7.25,587.85,Black Soil,Kharif,South India,47.31,Available,9.25,Cotton
104.8,84.1,109.5,15.93,60.36,5.75,750.35,Loamy,Rabi,North India,65.34,Drip Irrigation,7.17,Potato
99.4,63.4,76.8,24.83,51.79,7.33,1090.07,Red Soil,Whole Year,South India,68.07,Rainfed,11.25,Mango
103.2,64.0,78.5,30.59,51.51,6.73,1257.81,Loamy,Whole Year,South India,48.23,Available,7.39,Mango
32.1,41.2,42.4,19.41,49.11,7.11,510.66,Loamy,Rabi,North India,40.06,Available,7.15,Lentil
25.5,66.3,38.9,24.11,53.29,6.5,688.96,Black Soil,Rabi,Central India,45.31,Rainfed,8.06,Chickpea
125.6,83.6,82.5,19.21,83.61,6.78,1074.76,Sandy,Kharif,West India,65.26,Drip Irrigation,8.11,Tomato
35.8,48.0,24.7,23.85,67.49,6.2,1011.15,Black Soil,Kharif,Central India,69.67,Available,8.0,Soybean
81.2,52.4,86.6,32.96,66.07,6.3,1034.97,Red Soil,Whole Year,South India,57.84,Available,9.32,Mango
115.8,75.8,50.2,24.24,78.47,4.54,2726.96,Peaty,Whole Year,Himalayan Region,80.11,Rainfed,5.86,Tea
52.9,51.8,132.0,32.91,74.0,6.44,1702.98,Sandy,Whole Year,South India,62.03,Rainfed,9.09,Coconut
77.9,42.3,33.8,16.3,58.77,6.76,790.04,Loamy,Rabi,North India,36.77,Available,7.95,Barley
86.0,67.5,93.1,31.94,54.48,6.52,1041.55,Red Soil,Whole Year,West India,49.06,Available,8.14,Mango
30.2,68.0,56.9,22.43,62.75,6.45,596.38,Sandy,Kharif,West India,39.26,Available,7.03,Groundnut
21.7,56.0,31.9,18.45,44.01,5.52,551.14,Silty,Rabi,North India,47.57,Rainfed,10.13,Lentil
93.9,46.5,110.6,18.07,72.94,6.28,2618.16,Loamy,Whole Year,South India,80.91,Rainfed,6.34,Coffee
34.2,78.1,44.3,27.77,72.42,6.9,1084.84,Loamy,Kharif,Central India,66.24,Rainfed,6.62,Soybean
52.3,18.9,32.7,24.84,52.24,7.32,344.35,Loamy,Kharif,Central India,40.61,Rainfed,10.38,Millet
123.3,77.7,82.8,22.92,69.58,6.32,1064.72,Red Soil,Whole Year,North India,53.0,Drip Irrigation,9.07,Tomato
25.1,64.3,26.1,21.26,73.06,6.43,567.93,Black Soil,Rabi,Central India,36.58,Available,7.3,Chickpea
21.4,39.4,49.2,31.41,60.38,6.51,650.03,Loamy,Kharif,South India,52.92,Rainfed,7.6,Groundnut
36.1,73.8,31.9,24.05,58.84,7.14,505.86,Loamy,Rabi,North India,44.36,Rainfed,7.07,Chickpea
36.6,56.9,68.6,27.33,63.36,6.08,930.19,Black Soil,Kharif,West India,66.75,Rainfed,8.13,Soybean
64.9,48.8,43.8,16.04,53.0,6.08,447.62,Sandy,Rabi,West India,37.87,Rainfed,8.69,Mustard
119.5,83.3,141.1,32.37,72.45,6.99,2225.8,Loamy,Whole Year,South India,83.59,Available,6.9,Banana
45.8,38.3,44.7,26.87,43.07,5.75,569.52,Sandy,Kharif,West India,42.34,Rainfed,9.07,Millet
31.7,37.2,46.0,32.6,49.08,6.44,550.98,Sandy,Kharif,South India,33.84,Available,9.75,Groundnut
27.1,67.2,61.1,23.38,66.0,7.17,770.37,Black Soil,Kharif,Central India,78.26,Rainfed,9.09,Soybean
133.5,56.6,63.0,21.45,79.24,5.16,2306.77,Loamy,Whole Year,East India,91.23,Rainfed,6.46,Tea
25.6,46.9,56.2,23.4,62.75,6.05,717.71,Loamy,Zaid,South India,39.34,Rainfed,7.97,Groundnut
139.6,71.5,56.6,15.93,58.31,7.62,849.47,Clay,Rabi,North India,59.03,Available,8.55,Wheat
42.1,79.8,58.2,22.86,75.82,6.41,608.08,Black Soil,Kharif,Central India,59.43,Rainfed,5.58,Soybean
145.7,78.1,50.6,16.43,60.9,6.08,802.37,Loamy,Rabi,North India,39.07,Canal Irrigation,9.4,Wheat
44.7,57.8,113.5,39.14,81.37,7.12,2444.29,Sandy,Whole Year,South India,56.72,Available,8.73,Coconut
76.6,52.2,72.6,32.42,60.11,7.09,1187.52,Loamy,Whole Year,South India,52.51,Available,8.49,Mango
118.9,49.1,63.7,23.66,88.86,4.91,2099.19,Peaty,Whole Year,East India,78.99,Available,6.19,Tea
45.8,63.9,57.6,27.77,63.01,6.05,801.71,Loamy,Kharif,Central India,59.53,Rainfed,7.24,Soybean
76.7,42.8,39.7,15.46,58.43,6.8,322.45,Loamy,Rabi,North India,45.15,Available,4.78,Mustard
63.3,15.5,144.1,29.97,86.4,7.39,1751.16,Sandy,Whole Year,South India,78.63,Rainfed,7.03,Coconut
68.9,49.3,48.6,15.21,58.39,7.13,456.04,Sandy,Rabi,West India,43.51,Available,6.72,Mustard
23.9,47.3,49.1,27.98,66.19,6.48,1017.55,Sandy,Kharif,South India,29.12,Rainfed,10.14,Groundnut
81.9,36.6,43.6,20.14,66.24,6.59,333.63,Sandy,Rabi,North India,33.69,Rainfed,8.73,Mustard
89.7,39.5,22.0,23.4,88.6,5.89,2121.18,Loamy,Kharif,North India,79.49,Canal Irrigation,4.66,Rice
126.4,39.8,56.2,28.63,54.88,7.67,1034.72,Black Soil,Kharif,West India,55.2,Available,7.9,Cotton
74.6,40.8,36.3,37.04,41.81,6.66,550.66,Sandy,Kharif,Central India,32.11,Rainfed,8.36,Millet
62.6,53.6,33.4,16.32,55.06,7.02,391.56,Sandy,Rabi,West India,46.95,Available,7.24,Mustard
45.6,55.8,119.7,29.4,81.5,6.2,1613.68,Sandy,Whole Year,South India,73.29,Rainfed,9.57,Coconut
99.7,62.5,123.3,26.33,61.45,7.19,1007.41,Loamy,Rabi,North India,42.78,Available,7.8,Tomato
52.9,54.4,94.4,32.4,86.65,5.86,2321.4,Sandy,Whole Year,South India,71.05,Available,9.46,Coconut
91.3,55.1,85.7,19.55,74.01,5.91,2235.5,Peaty,Whole Year,South India,65.38,Available,6.84,Coffee
133.9,79.4,156.3,22.24,81.57,6.57,1820.9,Clay,Whole Year,South India,74.66,Available,9.58,Banana
89.8,62.0,94.7,26.8,65.06,6.76,814.66,Loamy,Kharif,South India,47.61,Drip Irrigation,7.54,Tomato
81.1,53.5,34.7,21.63,59.54,6.4,881.57,Loamy,Kharif,South India,62.23,Available,7.8,Maize
114.2,54.7,89.4,20.93,75.85,6.16,2479.3,Peaty,Whole Year,South India,77.14,Rainfed,5.77,Coffee
94.0,55.9,78.7,27.34,72.6,6.12,1131.28,Red Soil,Whole Year,South India,55.8,Available,9.46,Mango
116.8,55.5,101.5,21.03,68.97,6.04,1139.22,Loamy,Whole Year,South India,66.28,Drip Irrigation,11.04,Tomato
125.0,33.3,72.2,23.82,92.11,4.81,2475.7,Loamy,Whole Year,East India,81.54,Rainfed,3.74,Tea
148.5,73.1,67.4,26.59,78.15,7.59,1936.93,Clay,Whole Year,South India,75.07,Canal Irrigation,8.59,Sugarcane
50.9,49.3,38.1,19.1,53.64,6.62,291.87,Loamy,Rabi,West India,57.26,Available,9.09,Mustard
108.4,46.0,40.8,21.67,71.87,7.16,897.8,Sandy,Kharif,South India,58.97,Rainfed,6.81,Maize
125.6,69.0,45.3,18.99,50.56,7.22,594.72,Clay,Rabi,North India,51.41,Available,8.73,Wheat
94.1,95.2,132.4,22.1,76.12,5.61,528.4,Loamy,Rabi,East India,59.05,Available,4.4,Potato
91.8,45.0,70.9,26.57,44.09,7.01,907.81,Black Soil,Kharif,South India,54.7,Rainfed,9.09,Cotton
72.8,64.8,102.9,22.06,82.79,6.11,2259.8,Peaty,Whole Year,South India,68.83,Available,6.57,Coffee
28.8,54.9,25.8,14.53,50.54,6.38,541.57,Loamy,Rabi,North India,38.84,Rainfed,7.32,Lentil
119.8,76.2,117.5,20.49,85.82,6.16,819.74,Red Soil,Rabi,West India,63.2,Available,7.71,Tomato
129.4,50.5,56.6,16.51,43.9,7.21,509.41,Loamy,Rabi,West India,49.75,Available,7.76,Wheat
72.1,50.8,56.0,28.3,53.77,6.23,992.32,Sandy,Kharif,Central India,61.7,Rainfed,6.16,Maize
114.8,60.5,61.6,20.94,85.01,4.75,3093.79,Peaty,Whole Year,South India,79.9,Available,5.59,Tea
34.5,65.9,26.2,18.87,50.68,6.72,583.73,Loamy,Rabi,Central India,42.84,Rainfed,9.06,Chickpea
97.6,37.9,49.0,21.1,83.1,4.5,2308.13,Peaty,Whole Year,East India,79.37,Rainfed,5.58,Tea
109.4,65.6,119.8,27.51,56.99,6.5,926.82,Sandy,Kharif,West India,63.25,Available,10.16,Tomato
73.5,29.8,148.1,24.05,81.56,5.98,1971.43,Loamy,Whole Year,West India,72.16,Available,8.84,Coconut
40.0,70.3,34.4,20.56,57.02,6.82,425.72,Black Soil,Rabi,Central India,40.98,Rainfed,8.23,Chickpea
77.2,37.2,41.1,14.63,47.31,7.3,615.32,Sandy,Rabi,Himalayan Region,42.3,Rainfed,6.35,Barley
44.3,67.0,21.9,20.5,76.45,7.25,768.34,Black Soil,Rabi,North India,35.03,Available,8.34,Chickpea
130.7,102.0,143.6,28.68,76.28,6.55,2125.1,Clay,Whole Year,East India,81.88,Available,8.75,Banana
116.4,85.9,106.8,30.49,81.09,6.5,2288.82,Clay,Whole Year,East India,74.97,Available,9.65,Banana
46.5,23.1,21.5,28.91,57.5,6.08,535.91,Sandy,Kharif,West India,40.2,Rainfed,9.44,Millet
60.4,42.9,139.5,27.8,80.31,5.06,2067.19,Sandy,Whole Year,West India,72.14,Available,8.53,Coconut
58.2,39.0,21.4,33.32,46.46,6.68,311.15,Sandy,Kharif,West India,30.91,Rainfed,6.76,Millet
43.6,39.3,134.1,34.38,77.89,6.28,2163.68,Loamy,Whole Year,South India,71.28,Rainfed,7.66,Coconut
39.2,42.5,29.3,19.96,48.84,6.98,540.16,Silty,Rabi,North India,47.78,Rainfed,6.81,Lentil
92.7,48.5,73.6,28.5,45.14,7.63,869.81,Black Soil,Kharif,West India,43.12,Rainfed,8.6,Cotton
50.0,47.8,39.8,26.8,44.89,7.81,737.88,Black Soil,Kharif,Central India,37.45,Rainfed,9.97,Sorghum
26.7,52.4,12.0,20.79,57.22,6.63,466.68,Black Soil,Rabi,Central India,38.64,Rainfed,8.3,Chickpea
62.3,51.0,39.8,25.22,58.15,7.79,464.03,Sandy,Kharif,South India,39.02,Rainfed,6.7,Sorghum
120.3,46.0,67.6,18.56,89.52,5.17,2608.21,Peaty,Whole Year,East India,77.65,Rainfed,5.64,Tea
60.3,49.9,45.9,12.93,46.95,6.69,567.59,Loamy,Rabi,North India,37.35,Available,8.1,Barley
34.1,70.6,16.1,21.58,46.38,7.19,433.47,Loamy,Rabi,Central India,39.7,Available,5.73,Chickpea
81.0,37.3,51.3,30.68,53.01,6.73,1365.34,Loamy,Whole Year,South India,48.76,Rainfed,10.58,Mango
108.4,57.0,87.9,31.29,54.28,6.54,1165.11,Loamy,Whole Year,North India,48.23,Rainfed,9.2,Mango
33.8,43.5,36.8,22.92,51.21,6.04,465.08,Loamy,Rabi,North India,42.28,Rainfed,8.43,Lentil
119.6,64.3,110.1,26.05,58.65,6.93,804.48,Loamy,Whole Year,North India,57.34,Available,7.27,Tomato
25.8,77.8,29.7,20.11,48.2,7.12,591.23,Black Soil,Rabi,North India,43.38,Rainfed,6.21,Chickpea
108.5,67.6,105.8,22.92,78.5,5.8,2035.26,Peaty,Whole Year,South India,79.76,Available,8.28,Coffee
92.9,81.1,40.9,27.04,70.15,6.35,746.39,Loamy,Whole Year,South India,62.88,Drip Irrigation,8.28,Tomato
25.4,60.0,30.0,23.22,43.94,7.52,461.13,Black Soil,Rabi,North India,47.61,Rainfed,8.15,Chickpea
37.1,63.1,23.6,22.93,47.99,6.77,493.74,Loamy,Rabi,Central India,46.89,Rainfed,7.11,Chickpea
87.9,59.7,61.9,37.49,70.78,6.47,1006.3,Loamy,Whole Year,West India,55.25,Available,10.57,Mango
21.9,61.8,55.7,25.52,57.25,6.4,793.64,Sandy,Kharif,South India,32.35,Rainfed,7.58,Groundnut
111.5,58.3,60.8,18.06,53.13,7.09,606.94,Loamy,Rabi,West India,39.38,Available,7.71,Wheat
95.4,95.6,122.6,25.58,75.33,5.91,575.15,Loamy,Rabi,North India,71.52,Available,7.04,Potato
7.3,45.8,12.7,17.77,44.18,7.14,508.6,Loamy,Rabi,North India,43.46,Rainfed,8.77,Lentil
61.5,74.5,95.0,29.21,77.11,6.37,1173.54,Red Soil,Whole Year,North India,53.19,Rainfed,9.87,Mango
83.6,26.1,41.1,13.63,41.2,6.67,512.17,Loamy,Rabi,North India,48.54,Rainfed,9.82,Barley
120.3,79.9,143.7,29.06,89.24,6.27,2326.05,Loamy,Whole Year,South India,75.59,Drip Irrigation,8.64,Banana
97.1,93.7,131.2,18.82,61.72,5.56,540.97,Loamy,Rabi,East India,74.25,Available,7.06,Potato
121.0,65.3,44.8,16.88,48.98,6.44,881.35,Silty,Rabi,North India,41.75,Canal Irrigation,8.3,Wheat
40.0,34.6,122.1,29.19,85.75,6.73,1890.88,Loamy,Whole Year,South India,64.32,Rainfed,10.45,Coconut
25.6,48.0,46.3,32.47,72.45,5.96,796.58,Sandy,Kharif,West India,43.91,Available,10.33,Groundnut
22.6,60.8,24.0,14.65,61.16,6.43,513.68,Loamy,Rabi,North India,41.54,Available,6.76,Lentil
